run,tag,step,value,wall_time,event_file
mamba-decoder-v1,evaluation/bleu,7,7.2803053855896,1777337784.9374075,events.out.tfevents.1777336048.432cbf08976a.26362.1
mamba-decoder-v1,evaluation/bleu,8,8.231733322143555,1777338027.6228638,events.out.tfevents.1777336048.432cbf08976a.26362.1
mamba-decoder-v1,evaluation/bleu,9,8.629348754882812,1777338267.271095,events.out.tfevents.1777336048.432cbf08976a.26362.1
mamba-decoder-v1,evaluation/bleu,10,9.49696159362793,1777338510.289806,events.out.tfevents.1777336048.432cbf08976a.26362.1
mamba-decoder-v1,evaluation/bleu,11,11.039276123046875,1777338767.8777506,events.out.tfevents.1777336048.432cbf08976a.26362.1
mamba-decoder-v1,evaluation/bleu,12,10.473973274230957,1777339010.887146,events.out.tfevents.1777336048.432cbf08976a.26362.1
mamba-decoder-v1,evaluation/bleu,13,11.316959381103516,1777339257.8080747,events.out.tfevents.1777336048.432cbf08976a.26362.1
mamba-decoder-v1,evaluation/bleu,14,11.834494590759277,1777339505.017396,events.out.tfevents.1777336048.432cbf08976a.26362.1
mamba-decoder-v1,evaluation/bleu,15,12.308550834655762,1777339747.5923505,events.out.tfevents.1777336048.432cbf08976a.26362.1
mamba-decoder-v1,evaluation/bleu,16,12.574067115783691,1777339989.9209664,events.out.tfevents.1777336048.432cbf08976a.26362.1
mamba-decoder-v1,evaluation/bleu,17,13.409184455871582,1777340233.0836139,events.out.tfevents.1777336048.432cbf08976a.26362.1
mamba-decoder-v1,evaluation/bleu,18,12.895167350769043,1777340478.0995345,events.out.tfevents.1777336048.432cbf08976a.26362.1
mamba-decoder-v1,evaluation/bleu,19,13.418057441711426,1777340724.8074594,events.out.tfevents.1777336048.432cbf08976a.26362.1
mamba-decoder-v1,evaluation/bleu,20,13.384547233581543,1777340970.338554,events.out.tfevents.1777336048.432cbf08976a.26362.1
mamba-decoder-v1,evaluation/bleu,21,13.513581275939941,1777341216.9648328,events.out.tfevents.1777336048.432cbf08976a.26362.1
mamba-decoder-v1,evaluation/bleu,22,14.277864456176758,1777341460.2641792,events.out.tfevents.1777336048.432cbf08976a.26362.1
mamba-decoder-v1,evaluation/bleu,23,14.07836627960205,1777341705.6974864,events.out.tfevents.1777336048.432cbf08976a.26362.1
mamba-decoder-v1,evaluation/bleu,24,14.757980346679688,1777341951.8807762,events.out.tfevents.1777336048.432cbf08976a.26362.1
mamba-decoder-v1,evaluation/bleu,25,14.834074020385742,1777342196.1010957,events.out.tfevents.1777336048.432cbf08976a.26362.1
mamba-decoder-v1,evaluation/bleu,26,14.778634071350098,1777342439.9678836,events.out.tfevents.1777336048.432cbf08976a.26362.1
mamba-decoder-v1,evaluation/bleu,27,14.77795696258545,1777342687.6844468,events.out.tfevents.1777336048.432cbf08976a.26362.1
mamba-decoder-v1,evaluation/bleu,28,14.982396125793457,1777342931.7515666,events.out.tfevents.1777336048.432cbf08976a.26362.1
mamba-decoder-v1,evaluation/bleu,29,15.017457962036133,1777343176.429629,events.out.tfevents.1777336048.432cbf08976a.26362.1
mamba-decoder-v1,evaluation/bleu,30,15.551980972290039,1777343420.9239817,events.out.tfevents.1777336048.432cbf08976a.26362.1
mamba-decoder-v1,evaluation/bleu,31,15.816919326782227,1777343664.7660801,events.out.tfevents.1777336048.432cbf08976a.26362.1
mamba-decoder-v1,evaluation/bleu,32,15.565430641174316,1777343909.2877548,events.out.tfevents.1777336048.432cbf08976a.26362.1
mamba-decoder-v1,evaluation/bleu,33,15.60484504699707,1777344154.6590133,events.out.tfevents.1777336048.432cbf08976a.26362.1
mamba-decoder-v1,evaluation/bleu,34,15.525279998779297,1777344397.5563986,events.out.tfevents.1777336048.432cbf08976a.26362.1
mamba-decoder-v1,evaluation/bleu,35,15.83366870880127,1777344642.2026467,events.out.tfevents.1777336048.432cbf08976a.26362.1
mamba-decoder-v1,evaluation/bleu,36,15.792997360229492,1777344888.1676505,events.out.tfevents.1777336048.432cbf08976a.26362.1
mamba-decoder-v1,evaluation/bleu,37,15.547460556030273,1777345131.7863567,events.out.tfevents.1777336048.432cbf08976a.26362.1
mamba-decoder-v1,evaluation/bleu,38,15.879262924194336,1777345377.62335,events.out.tfevents.1777336048.432cbf08976a.26362.1
mamba-decoder-v1,evaluation/bleu,39,15.91394329071045,1777345621.5094464,events.out.tfevents.1777336048.432cbf08976a.26362.1
mamba-decoder-v1,evaluation/bleu,40,15.919600486755371,1777345865.9449143,events.out.tfevents.1777336048.432cbf08976a.26362.1
mamba-decoder-v2,evaluation/bleu,1,0.03785887733101845,1777338940.5324013,events.out.tfevents.1777338621.432cbf08976a.27190.1
mamba-decoder-v2,evaluation/bleu,2,0.34062135219573975,1777339257.8333833,events.out.tfevents.1777338621.432cbf08976a.27190.1
mamba-decoder-v2,evaluation/bleu,3,2.1209614276885986,1777339569.1310184,events.out.tfevents.1777338621.432cbf08976a.27190.1
mamba-decoder-v2,evaluation/bleu,4,3.5937588214874268,1777339876.87238,events.out.tfevents.1777338621.432cbf08976a.27190.1
mamba-decoder-v2,evaluation/bleu,5,5.677185535430908,1777340189.5502095,events.out.tfevents.1777338621.432cbf08976a.27190.1
mamba-decoder-v2,evaluation/bleu,6,7.565439224243164,1777340501.4917033,events.out.tfevents.1777338621.432cbf08976a.27190.1
mamba-decoder-v2,evaluation/bleu,7,8.356898307800293,1777340812.7031102,events.out.tfevents.1777338621.432cbf08976a.27190.1
mamba-decoder-v2,evaluation/bleu,8,9.019210815429688,1777341126.8080819,events.out.tfevents.1777338621.432cbf08976a.27190.1
mamba-decoder-v2,evaluation/bleu,9,9.905882835388184,1777341431.8790607,events.out.tfevents.1777338621.432cbf08976a.27190.1
mamba-decoder-v2,evaluation/bleu,10,10.905985832214355,1777341734.5222354,events.out.tfevents.1777338621.432cbf08976a.27190.1
mamba-decoder-v2,evaluation/bleu,11,11.233942031860352,1777342039.854901,events.out.tfevents.1777338621.432cbf08976a.27190.1
mamba-decoder-v2,evaluation/bleu,12,11.768363952636719,1777342343.176433,events.out.tfevents.1777338621.432cbf08976a.27190.1
mamba-decoder-v2,evaluation/bleu,13,12.265483856201172,1777342648.6755195,events.out.tfevents.1777338621.432cbf08976a.27190.1
mamba-decoder-v2,evaluation/bleu,14,12.993494987487793,1777342954.1612518,events.out.tfevents.1777338621.432cbf08976a.27190.1
mamba-decoder-v2,evaluation/bleu,15,13.178082466125488,1777343254.8202875,events.out.tfevents.1777338621.432cbf08976a.27190.1
mamba-decoder-v2,evaluation/bleu,16,13.282679557800293,1777343558.6882956,events.out.tfevents.1777338621.432cbf08976a.27190.1
mamba-decoder-v2,evaluation/bleu,17,13.537181854248047,1777343863.2151687,events.out.tfevents.1777338621.432cbf08976a.27190.1
mamba-decoder-v2,evaluation/bleu,18,13.633347511291504,1777344166.6015792,events.out.tfevents.1777338621.432cbf08976a.27190.1
mamba-decoder-v2,evaluation/bleu,19,13.896400451660156,1777344472.7280545,events.out.tfevents.1777338621.432cbf08976a.27190.1
mamba-decoder-v2,evaluation/bleu,20,14.286032676696777,1777344777.19844,events.out.tfevents.1777338621.432cbf08976a.27190.1
mamba-decoder-v2,evaluation/bleu,21,14.46277904510498,1777345080.242346,events.out.tfevents.1777338621.432cbf08976a.27190.1
mamba-decoder-v2,evaluation/bleu,22,15.136070251464844,1777345382.836662,events.out.tfevents.1777338621.432cbf08976a.27190.1
mamba-decoder-v2,evaluation/bleu,23,14.810827255249023,1777345683.0693774,events.out.tfevents.1777338621.432cbf08976a.27190.1
mamba-decoder-v2,evaluation/bleu,24,15.040022850036621,1777345983.002538,events.out.tfevents.1777338621.432cbf08976a.27190.1
mamba-decoder-v2,evaluation/bleu,25,15.11294174194336,1777346284.5288122,events.out.tfevents.1777338621.432cbf08976a.27190.1
mamba-decoder-v2,evaluation/bleu,26,14.988099098205566,1777346584.9018455,events.out.tfevents.1777338621.432cbf08976a.27190.1
mamba-decoder-v2,evaluation/bleu,27,15.03219985961914,1777346881.2504418,events.out.tfevents.1777338621.432cbf08976a.27190.1
mamba-decoder-v2,evaluation/bleu,28,15.285500526428223,1777347178.8427668,events.out.tfevents.1777338621.432cbf08976a.27190.1
mamba-decoder-v2,evaluation/bleu,29,15.42590045928955,1777347474.8699129,events.out.tfevents.1777338621.432cbf08976a.27190.1
mamba-decoder-v2,evaluation/bleu,30,15.693995475769043,1777347772.429305,events.out.tfevents.1777338621.432cbf08976a.27190.1
mamba-decoder-v2,evaluation/bleu,31,15.8515625,1777348071.019851,events.out.tfevents.1777338621.432cbf08976a.27190.1
mamba-decoder-v2,evaluation/bleu,32,15.752305030822754,1777348367.4531903,events.out.tfevents.1777338621.432cbf08976a.27190.1
mamba-decoder-v2,evaluation/bleu,33,15.981921195983887,1777348664.6674497,events.out.tfevents.1777338621.432cbf08976a.27190.1
mamba-decoder-v2,evaluation/bleu,34,16.1469783782959,1777348961.2082763,events.out.tfevents.1777338621.432cbf08976a.27190.1
mamba-decoder-v2,evaluation/bleu,35,15.785905838012695,1777349257.596104,events.out.tfevents.1777338621.432cbf08976a.27190.1
mamba-decoder-v2,evaluation/bleu,36,15.708341598510742,1777349556.3092782,events.out.tfevents.1777338621.432cbf08976a.27190.1
mamba-decoder-v2,evaluation/bleu,37,15.903393745422363,1777349853.136787,events.out.tfevents.1777338621.432cbf08976a.27190.1
mamba-decoder-v2,evaluation/bleu,38,15.880599975585938,1777350148.501286,events.out.tfevents.1777338621.432cbf08976a.27190.1
mamba-decoder-v2,evaluation/bleu,39,16.030044555664062,1777350450.075899,events.out.tfevents.1777338621.432cbf08976a.27190.1
mamba-decoder-v2,evaluation/bleu,40,15.89115047454834,1777350746.8788157,events.out.tfevents.1777338621.432cbf08976a.27190.1
mamba-decoder-v3,evaluation/bleu,1,0.16538146138191223,1777341493.2274423,events.out.tfevents.1777340498.432cbf08976a.27505.1
mamba-decoder-v3,evaluation/bleu,2,3.029653787612915,1777342449.698866,events.out.tfevents.1777340498.432cbf08976a.27505.1
mamba-decoder-v3,evaluation/bleu,3,6.2146687507629395,1777343420.2602892,events.out.tfevents.1777340498.432cbf08976a.27505.1
mamba-decoder-v3,evaluation/bleu,4,8.314742088317871,1777344396.9835947,events.out.tfevents.1777340498.432cbf08976a.27505.1
mamba-decoder-v3,evaluation/bleu,5,10.091752052307129,1777345310.833209,events.out.tfevents.1777340498.432cbf08976a.27505.1
mamba-decoder-v3,evaluation/bleu,6,9.483768463134766,1777346301.1845913,events.out.tfevents.1777340498.432cbf08976a.27505.1
mamba-decoder-v3,evaluation/bleu,7,6.828080177307129,1777347286.6275852,events.out.tfevents.1777340498.432cbf08976a.27505.1
mamba-decoder-v3,evaluation/bleu,8,7.649956703186035,1777348267.085577,events.out.tfevents.1777340498.432cbf08976a.27505.1
mamba-decoder-v3,evaluation/bleu,9,8.836660385131836,1777349248.6736374,events.out.tfevents.1777340498.432cbf08976a.27505.1
mamba-decoder-v3,evaluation/bleu,10,9.058998107910156,1777350226.0926569,events.out.tfevents.1777340498.432cbf08976a.27505.1
mamba-decoder-v3,evaluation/bleu,11,5.87196683883667,1777351212.4324682,events.out.tfevents.1777340498.432cbf08976a.27505.1
mamba-decoder-v3,evaluation/bleu,12,10.205642700195312,1777352198.125477,events.out.tfevents.1777340498.432cbf08976a.27505.1
mamba-decoder-v3,evaluation/bleu,13,14.482305526733398,1777353162.9448335,events.out.tfevents.1777340498.432cbf08976a.27505.1
mamba-decoder-v3,evaluation/bleu,14,13.544976234436035,1777354126.500174,events.out.tfevents.1777340498.432cbf08976a.27505.1
mamba-decoder-v3,evaluation/bleu,15,11.299798965454102,1777355110.7642906,events.out.tfevents.1777340498.432cbf08976a.27505.1
mamba-decoder-v3,evaluation/bleu,16,12.771143913269043,1777356088.3826542,events.out.tfevents.1777340498.432cbf08976a.27505.1
mamba-decoder-v3,evaluation/bleu,17,13.950724601745605,1777357059.4702888,events.out.tfevents.1777340498.432cbf08976a.27505.1
mamba-decoder-v3,evaluation/bleu,18,16.494918823242188,1777358014.2889948,events.out.tfevents.1777340498.432cbf08976a.27505.1
mamba-decoder-v3,evaluation/bleu,19,16.195138931274414,1777358954.5975623,events.out.tfevents.1777340498.432cbf08976a.27505.1
mamba-decoder-v3,evaluation/bleu,20,17.14176368713379,1777359889.6482298,events.out.tfevents.1777340498.432cbf08976a.27505.1
mamba-decoder-v3,evaluation/bleu,21,14.553145408630371,1777360868.3151681,events.out.tfevents.1777340498.432cbf08976a.27505.1
mamba-decoder-v3,evaluation/bleu,22,16.959373474121094,1777361832.825148,events.out.tfevents.1777340498.432cbf08976a.27505.1
mamba-decoder-v3,evaluation/bleu,23,16.74835968017578,1777362798.8209183,events.out.tfevents.1777340498.432cbf08976a.27505.1
mamba-decoder-v3,evaluation/bleu,24,15.166547775268555,1777363781.0091608,events.out.tfevents.1777340498.432cbf08976a.27505.1
mamba-decoder-v3,evaluation/bleu,25,18.713787078857422,1777364729.8560905,events.out.tfevents.1777340498.432cbf08976a.27505.1
mamba-decoder-v3,evaluation/bleu,26,16.06427574157715,1777365704.2188368,events.out.tfevents.1777340498.432cbf08976a.27505.1
mamba-decoder-v3,evaluation/bleu,27,18.094589233398438,1777366663.0669608,events.out.tfevents.1777340498.432cbf08976a.27505.1
mamba-decoder-v3,evaluation/bleu,28,17.02229881286621,1777367621.338821,events.out.tfevents.1777340498.432cbf08976a.27505.1
mamba-decoder-v3,evaluation/bleu,29,18.392932891845703,1777368587.2887132,events.out.tfevents.1777340498.432cbf08976a.27505.1
mamba-decoder-v3,evaluation/bleu,30,18.440322875976562,1777369547.0063758,events.out.tfevents.1777340498.432cbf08976a.27505.1
mamba-decoder-v3,evaluation/bleu,31,19.469161987304688,1777370469.0706007,events.out.tfevents.1777340498.432cbf08976a.27505.1
mamba-decoder-v3,evaluation/bleu,32,20.09286880493164,1777371394.9438643,events.out.tfevents.1777340498.432cbf08976a.27505.1
mamba-decoder-v3,evaluation/bleu,33,19.640649795532227,1777372324.462984,events.out.tfevents.1777340498.432cbf08976a.27505.1
mamba-decoder-v3,evaluation/bleu,34,19.889070510864258,1777373247.321711,events.out.tfevents.1777340498.432cbf08976a.27505.1
mamba-decoder-v3,evaluation/bleu,35,18.704383850097656,1777374199.1368248,events.out.tfevents.1777340498.432cbf08976a.27505.1
mamba-decoder-v3,evaluation/bleu,36,18.344545364379883,1777375154.7779608,events.out.tfevents.1777340498.432cbf08976a.27505.1
mamba-decoder-v3,evaluation/bleu,37,18.972293853759766,1777376100.6818798,events.out.tfevents.1777340498.432cbf08976a.27505.1
mamba-decoder-v3,evaluation/bleu,38,19.53026580810547,1777377047.9913683,events.out.tfevents.1777340498.432cbf08976a.27505.1
mamba-decoder-v3,evaluation/bleu,39,19.042470932006836,1777378000.4895253,events.out.tfevents.1777340498.432cbf08976a.27505.1
